0.57667,0.29906,0.12222,-0.054589,-0.092323,-0.089796,-0.087269,-0.084742,-0.082214,-0.079687,-0.07716,-0.074633,-0.072106,-0.069579,-0.067052,-0.064525,-0.061999,-0.059472,-0.056945,-0.054418,-0.051892,-0.049365,-0.046839,-0.044312,-0.041786,-0.039259,-0.036733,-0.034206,-0.03168,-0.029154,-0.026628,-0.024102,-0.021575,-0.019049,-0.016523,-0.013997,-0.011471,-0.0089456,-0.0064198,-0.003894,-0.0013682,0.0011575,0.0036832,0.0062088,0.0087344,0.01126,0.013785,0.016311,0.018836,0.018724,0.018473,0.018222,0.017972,0.017721,0.01747,0.017218,0.016967,0.016716,0.016464,0.016213,0.016831,0.017468,0.018105,0.018743,0.01938,0.020017,0.020654,0.021291,0.021928,0.022565,0.023202,0.023839,0.024476,0.025113,0.02575,0.026387,0.027023,0.02766,0.028297,0.028934,0.02957,0.030207,0.030844,0.03148,0.032117,0.032754,0.03339,0.036516
0.64154,0.81175,0.3474,-0.089035,-0.064505,-0.077266,-0.003822,-0.12101,0.015526,0.013515,0.012468,0.0024073,0.0199,0.021762,0.029428,0.029232,0.02446,0.022675,0.02435,0.025387,0.026894,0.017744,0.016092,0.0036279,0.0067791,0.012365,0.01314,0.0066309,0.0070217,0.0043424,-0.002569,0.0026829,0.0006426,0.0026477,0.0038831,0.0061052,0.0011318,-0.00054802,0.0021688,0.010182,-0.0030179,0.0085857,0.0073254,0.0049327,0.0072925,0.013942,0.011961,0.026863,0.026674,0.025804,0.021224,0.024213,0.021956,0.026562,0.021763,0.018165,0.019154,0.010117,0.021801,0.022611,0.021265,0.024502,0.027983,0.020029,0.015283,0.016509,0.017375,0.016849,0.0073553,0.0028361,0.0066434,0.0075767,0.013135,0.018585,0.01901,0.021441,0.021311,0.025478,0.029704,0.028737,0.036429,0.036545,0.022534,0.027976,0.034365,0.026914,0.027437,0.046833
0.72634,-0.029174,0.23212,-0.081918,-0.071515,-0.065451,-0.051821,-0.13149,-0.10888,0.014428,-0.15857,-0.04323,0.020671,0.018556,0.019813,0.024624,0.024395,0.023198,0.033724,0.03105,0.032482,0.0297,0.011559,0.015068,0.011149,0.010919,0.0097296,0.0061144,0.0014098,0.0030322,-0.0017243,0.0022452,0.0044552,0.0084463,0.0070947,0.0096201,0.0079757,0.0028025,0.0027771,-0.0056396,0.0050894,0.018409,0.016766,0.012434,0.014609,0.015088,0.021644,0.022749,0.028186,0.028487,0.027186,0.027421,0.025629,0.03068,0.017611,0.018214,0.013327,0.019629,0.020208,0.02257,0.02821,0.027712,0.026115,0.022043,0.020257,0.022847,0.017964,0.01821,0.016226,0.012785,0.013717,0.01418,0.015868,0.021291,0.021546,0.021649,0.02265,0.02975,0.031881,0.040277,0.035626,0.042058,0.03996,0.031565,0.045435,0.037585,0.042834,0.05465
0.81134,0.49631,0.48345,-0.075566,-0.0757,-0.050631,-0.033221,-0.0067907,-0.10597,0.014093,-0.12123,-0.078177,-0.049157,-0.083691,0.022112,0.022966,0.024546,0.019444,0.024924,0.030564,0.03633,0.035753,0.021926,0.01345,0.010135,0.0095074,0.012762,0.005352,0.0013934,0.0036556,0.0020945,0.0047309,0.0107,0.0080093,0.0089668,0.010871,0.011429,0.0025923,0.0079626,0.010051,0.015238,0.022263,0.01954,0.013738,0.018704,0.02467,0.021263,0.024517,0.025817,0.027792,0.027795,0.027939,0.030657,0.032857,0.027074,0.016924,0.018003,0.014607,0.011886,0.022867,0.02627,0.024186,0.02543,0.025855,0.021928,0.023071,0.021015,0.018473,0.017127,0.01167,0.01088,0.01445,0.021131,0.0226,0.023395,0.022577,0.022265,0.030399,0.033987,0.029462,0.036601,0.047532,0.043705,0.036519,0.041397,0.044263,0.045476,0.071682
0.87651,0.96316,0.48967,-0.076113,-0.064065,-0.057937,-0.032371,-0.019281,-0.034602,0.0097583,-0.031001,-0.11598,0.0088633,0.012698,0.021191,0.019715,0.033347,0.026378,0.032646,0.033647,0.026239,0.032138,0.022428,0.016347,0.0068304,0.0068624,0.010445,0.0043321,0.0046839,0.0057317,0.0046407,0.0080163,0.01157,0.012829,0.016105,0.015957,0.0084963,0.015152,0.0087194,0.014991,0.018625,0.019861,0.017232,0.017015,0.019541,0.020023,0.022123,0.027297,0.032665,0.027919,0.028957,0.022995,0.028946,0.026895,0.02723,0.02529,0.019064,0.014237,0.016934,0.020943,0.022265,0.025328,0.024874,0.024536,0.021864,0.019781,0.020998,0.019115,0.013915,0.010469,0.012564,0.014858,0.017303,0.021985,0.021857,0.023217,0.023117,0.024249,0.028279,0.031649,0.032801,0.047934,0.027795,0.033787,0.03943,0.049357,0.045691,0.063801
0.86497,0.65849,0.55872,-0.071324,-0.05741,-0.04277,-0.028709,-0.029262,-0.004419,0.0061016,0.0063417,0.0081789,0.010929,0.011918,0.018702,0.022418,0.024575,0.030747,0.02653,0.029636,0.01795,0.028207,0.015357,0.0075713,0.0060173,-0.0020509,-0.00060466,0.0075278,0.0047669,0.0078557,0.0061835,0.011057,0.012554,0.01617,0.016382,0.016694,0.014723,0.015082,0.01833,0.016767,0.015237,0.014214,0.016073,0.017252,0.019603,0.019673,0.024606,0.025978,0.02577,0.028454,0.0275,0.026878,0.026128,0.024211,0.023312,0.02344,0.019309,0.016705,0.018352,0.020263,0.020879,0.022998,0.021416,0.020496,0.022147,0.01785,0.018522,0.018828,0.016714,0.015331,0.018092,0.020546,0.022824,0.022294,0.026591,0.026589,0.026093,0.027659,0.02973,0.032298,0.044628,0.036334,0.037874,0.036098,0.034122,0.047121,0.055709,0.066095
0.85284,0.35785,0.027054,-0.050737,-0.06395,-0.050797,-0.04182,-0.027348,-0.010398,0.004473,0.0067387,0.010744,0.0035073,0.0094623,0.010582,0.018988,0.024618,0.019365,0.014793,0.020064,0.019745,0.020668,0.016091,0.013455,-0.00030104,-0.0016476,0.0069873,0.0046377,0.0085103,0.0073639,0.011953,0.011367,0.014565,0.017251,0.017114,0.017434,0.018993,0.018518,0.019806,0.018251,0.01582,0.014739,0.015366,0.014896,0.015077,0.019169,0.022499,0.024926,0.025823,0.027522,0.028156,0.027381,0.019702,0.020191,0.022115,0.021793,0.021189,0.02367,0.017988,0.022141,0.018197,0.0195,0.018266,0.019057,0.019402,0.015346,0.014709,0.01475,0.013821,0.013646,0.017524,0.018316,0.021917,0.02169,0.023667,0.023973,0.026242,0.027908,0.035033,0.035073,0.037577,0.038683,0.052727,0.044474,0.048069,0.039021,0.04425,0.062862
0.84012,0.06627,0.43108,-0.049103,-0.047417,-0.041424,-0.034857,-0.024812,-0.016811,-0.01128,0.0042663,-0.24586,0.0047961,0.001787,0.006842,0.01568,0.019647,0.01256,0.02354,0.019575,0.019836,0.017207,0.017869,0.015564,0.0098911,0.004975,0.0084785,0.012397,0.011419,0.013595,0.014269,0.015458,0.018101,0.019445,0.020561,0.020703,0.020642,0.0202,0.019637,0.017261,0.017373,0.016168,0.016274,0.01463,0.017146,0.019006,0.022372,0.02437,0.025976,0.026828,0.027244,0.027096,0.025608,0.02325,0.022287,0.02191,0.021021,0.017838,0.019455,0.017038,0.014983,0.013814,0.016758,0.014889,0.016104,0.016251,0.012748,0.016173,0.013203,0.01261,0.014259,0.018603,0.021013,0.021789,0.023506,0.025294,0.028698,0.034232,0.033034,0.034499,0.043143,0.032325,0.043258,0.043178,0.040734,0.047546,0.054705,0.056268
0.8268,0.08509,0.2918,-0.052433,-0.040209,-0.042556,-0.033664,-0.12663,-0.067027,-0.1914,-0.0063077,-0.1204,-0.054101,0.0027827,0.011462,0.0070152,0.012438,0.01542,0.010724,0.011568,0.013478,0.017774,0.015312,0.016196,0.013943,0.009786,0.013881,0.014303,0.014256,0.016407,0.018511,0.017599,0.020579,0.020737,0.020903,0.018762,0.016319,0.017345,0.014876,0.017864,0.018516,0.015972,0.01145,0.0076165,0.014691,0.01633,0.018076,0.018474,0.019987,0.013644,0.026935,0.022979,0.023271,0.022928,0.023278,0.024867,0.019917,0.019352,0.020707,0.017826,0.033693,0.04308,0.038836,0.020054,0.012003,0.011409,0.013981,0.015292,0.016495,0.016079,0.018961,0.021571,0.02561,0.024505,0.026545,0.024274,0.029174,0.032638,0.031881,0.034449,0.032253,0.033503,0.035431,0.041,0.038972,0.046043,0.056241,0.02357
0.8129,0.82782,0.32091,-0.055001,-0.038591,-0.028329,-0.026024,-0.02045,-0.090829,-0.072086,-0.15803,-0.17349,-0.18579,-0.11419,-0.0011329,0.001669,0.0090863,0.0043922,0.0043096,0.0096034,0.009831,0.012029,0.016,0.014026,0.014706,0.016463,0.016579,0.018226,0.017099,0.018099,0.020216,0.022983,0.022177,0.019999,0.023395,0.029306,-0.047886,-0.004407,0.0090639,0.051453,0.034299,0.035263,-0.0070573,-0.044843,0.043512,0.039638,0.031431,0.039503,0.056057,0.066711,0.061951,0.044851,0.033918,0.038714,0.056517,0.064735,0.057626,0.042997,0.032053,0.038985,0.059769,0.070748,0.062262,0.043656,0.021838,0.011813,0.013281,0.01784,0.017986,0.017572,0.020932,0.024185,0.027346,0.028362,0.029001,0.027371,0.030933,0.028204,0.031732,0.035563,0.032196,0.030304,0.030897,0.035603,0.046077,0.039723,0.020475,0.015478
