0,-0,3.14159,0,0.0241477,-0.00750015,0,-0.292585
0,-0,3.14159,0,0.0453708,-0.00829809,0,-0.292516
0,-0,3.14159,0,0.0665962,-0.00920717,0,-0.292428
0,-0,3.14159,0,0.0878244,-0.0102456,0,-0.292317
0,-0,3.14159,0,0.109056,-0.0114367,0,-0.292175
0,-0,3.14159,0,0.130293,-0.0128107,0,-0.291991
0,-0,3.14159,0,0.151535,-0.0144074,0,-0.291751
0,-0,3.14159,0,0.172786,-0.0162799,0,-0.291432
0,-0,3.14159,0,0.194047,-0.0185013,0,-0.291003
0,-0,3.14159,0,0.215322,-0.0211733,0,-0.29041
0,-0,3.14159,0,0.236618,-0.0244427,0,-0.289572
0,-0,3.14159,0,0.257942,-0.0285275,0,-0.288343
0,-0,3.14159,0,0.279308,-0.0337645,0,-0.286462
0,-0,3.14159,0,0.300741,-0.0406965,0,-0.283414
0,-0,3.14159,0,0.322285,-0.0502384,0,-0.27807
0,-0,3.14159,0,0.344031,-0.0639611,0,-0.267574
0,-0,3.14159,0,0.366198,-0.0840541,0,-0.242965
0,-0,3.14159,0,0.389466,-0.102103,0,-0.165131
1.5657,0.115302,1.92706,3.44062,0.0136504,-0.0468965,0.830775,-0.314046
1.46805,0.0789658,1.92451,3.90576,0.0354831,-0.0415922,0.797839,-0.240751
1.3708,0.0428904,1.91857,3.82727,0.0584145,-0.0362168,0.79604,-0.223911
1.29875,0.0171863,1.89378,3.86139,0.0819134,-0.0329564,0.781924,-0.199001
1.20387,-0.0128456,1.83519,3.33814,0.105811,-0.0295548,0.805871,-0.21687
1.10919,-0.0373609,1.75848,3.26284,0.129447,-0.0283481,0.79755,-0.197156
1.03904,-0.051075,1.69207,3.2395,0.15374,-0.0272087,0.780848,-0.173466
0.947366,-0.0630778,1.59778,3.15218,0.178699,-0.0265368,0.768363,-0.153313
0.858633,-0.0677291,1.50341,3.06048,0.20424,-0.025845,0.753689,-0.132863
0.793525,-0.0660061,1.43431,2.93325,0.230307,-0.0240578,0.737692,-0.11569
0.709182,-0.0580808,1.33571,2.84375,0.257093,-0.02343,0.717464,-0.0938087
0.650153,-0.0468876,1.27234,2.78053,0.284492,-0.0221364,0.69254,-0.0732061
0.575292,-0.0248172,1.1694,2.80659,0.31256,-0.0237183,0.661107,-0.0475086
0.50506,0.00229727,1.07446,2.5918,0.341253,-0.0209951,0.637281,-0.0289556
0.456785,0.0269783,0.997372,2.76994,0.37055,-0.026607,0.598758,-0.00610222
0.395818,0.0638057,0.904451,3.40707,0.4005,-0.0430397,0.567396,0.0167874
0.356978,0.0961777,0.840208,3.32248,0.431148,-0.0501717,0.54218,0.0313146
0.307538,0.141216,0.751152,4.0275,0.462308,-0.0840498,0.548324,0.050602
0.276126,0.178736,0.690312,3.53077,0.494496,-0.16262,0.522857,0.0993759
0.229403,0.243153,0.611106,3.11191,0.529674,-0.176458,-0.587259,0.0602225
0.205887,0.28452,0.554898,2.42695,0.560158,-0.0165156,-0.58893,-0.0440698
0.177685,0.340153,0.510127,2.43081,0.588618,-0.0114935,-0.621271,-0.0661644
0.15777,0.381436,0.482239,2.02679,0.616157,0.0118086,-0.661275,-0.111466
0.132369,0.437181,0.48521,1.99033,0.642669,0.0132302,-0.689609,-0.132622
0.104102,0.490918,0.531288,2.0179,0.668598,0.0114431,-0.709146,-0.144602
0.0810647,0.529459,0.565149,1.9796,0.694137,0.0135457,-0.730197,-0.165017
0.0477959,0.578485,0.617895,1.94328,0.719039,0.0157197,-0.750439,-0.181719
0.00761738,0.622036,0.681957,1.9108,0.743422,0.0181863,-0.768232,-0.195432
-0.0225473,0.6537,0.725986,1.86636,0.767321,0.021407,-0.785267,-0.214768
-0.0649701,0.693589,0.78384,1.93064,0.791061,0.0164094,-0.793972,-0.213126
-0.109804,0.730194,0.838417,1.96444,0.814577,0.013479,-0.804438,-0.215052
-0.144775,0.756036,0.881857,1.93179,0.838006,0.0156051,-0.816888,-0.229902
-0.193827,0.786757,0.932407,1.89707,0.861004,0.0179352,-0.830263,-0.240864
-0.231225,0.808688,0.975032,1.8845,0.883695,0.0184653,-0.839171,-0.251138
-0.28191,0.83474,1.03332,1.87775,0.906138,0.0187234,-0.848498,-0.254363
-0.333767,0.85833,1.09406,2.36417,0.92843,-0.0181531,-0.831858,-0.186934
-0.37398,0.873274,1.13648,2.41256,0.95284,-0.0207725,-0.833776,-0.187603
-0.427625,0.890829,1.19781,2.40686,0.977183,-0.0219719,-0.840708,-0.187743
-0.481635,0.904841,1.25779,2.49299,1.00153,-0.0289319,-0.844237,-0.177711
-0.522573,0.913102,1.30279,1.91442,1.02474,0.0128613,-0.869914,-0.257049
-0.577423,0.92098,1.36236,1.89413,1.04718,0.0141175,-0.874055,-0.255694
-0.632756,0.925493,1.41752,1.8233,1.06952,0.0202707,-0.880658,-0.263436
-0.673743,0.927433,1.46657,1.81453,1.09151,0.0206791,-0.879731,-0.262644
-0.728862,0.926644,1.52693,1.80764,1.11371,0.0211217,-0.879716,-0.254032
-0.769817,0.92375,1.5741,1.79933,1.13614,0.021475,-0.876276,-0.251403
-0.824152,0.917296,1.63707,1.87297,1.15872,0.0136291,-0.868234,-0.224478
-0.878022,0.907198,1.69853,1.83526,1.18202,0.0172529,-0.865966,-0.216504
-0.918302,0.897007,1.74208,1.8161,1.20559,0.0187962,-0.858607,-0.213453
-0.970197,0.88057,1.80547,1.83056,1.22933,0.01711,-0.8496,-0.192188
-1.02158,0.861341,1.86588,1.8215,1.25365,0.0180504,-0.839895,-0.173657
-1.05929,0.844762,1.9112,1.84746,1.27856,0.0145428,-0.824362,-0.15925
-1.10761,0.82074,1.97415,1.97684,1.3041,-0.00170073,-0.805004,-0.118151
-1.14407,0.799502,2.01266,1.86333,1.33048,0.0120781,-0.789906,-0.122828
-1.18991,0.770276,2.07317,1.85217,1.35718,0.0135134,-0.769952,-0.0970148
-1.23349,0.738392,2.12781,1.79743,1.38457,0.021977,-0.747211,-0.075876
-1.26515,0.713132,2.16981,1.76501,1.4124,0.0276581,-0.72071,-0.0634691
-1.30602,0.676743,2.22288,1.7986,1.44102,0.0242808,-0.687883,-0.0258714
-1.34468,0.638522,2.27848,1.78877,1.47062,0.0301265,-0.622673,0.0318179
-1.37376,0.607213,2.32473,1.80109,1.5019,0.0347388,-0.566012,0.0739751
-1.40913,0.565321,2.3769,1.80721,1.53579,0.0630874,-0.388445,0.216827
-1.43427,0.53292,2.41965,1.80703,1.573,0.0540682,0.342104,0.14829
-1.46659,0.488029,2.46684,1.81282,1.60576,0.0160038,0.496406,0.030139
-1.49787,0.441582,2.49894,1.72305,1.63623,0.0255199,0.559685,-0.0161559
-1.52857,0.394727,2.5067,1.80816,1.6653,0.008474,0.622336,-0.0563896
-1.55304,0.360404,2.48816,1.80198,1.69321,0.0101636,0.666508,-0.09545
-1.58791,0.317146,2.44422,1.79624,1.71996,0.0141942,0.695182,-0.114025
-1.6259,0.277695,2.39192,1.74281,1.74589,0.0324074,0.740711,-0.148994
-1.65646,0.250473,2.34792,1.68223,1.77096,0.0566901,0.785431,-0.202887
-1.69967,0.216682,2.28583,1.94031,1.79506,-0.00981981,0.79794,-0.178319
-1.73306,0.193336,2.23711,1.90502,1.81918,-0.000478372,0.837612,-0.226174
-1.77923,0.165614,2.16824,1.89868,1.84254,0.00382856,0.882606,-0.239365
-1.82693,0.14187,2.09763,1.79631,1.86472,0.0696844,0.946573,-0.239314
-1.86338,0.127108,2.04754,1.74525,1.88678,0.0949053,0.981139,-0.328452
-1.91368,0.109889,1.96971,1.79103,1.90777,0.0994901,1,-0.25927
-1.96445,0.0972322,1.89243,1.82229,1.92883,0.104683,1,-0.149718
-2.00277,0.0907853,1.8352,1.76293,1.95078,0.120887,1,-0.385097
-2.05473,0.0857862,1.75493,1.85862,1.97058,0.0510643,1,-0.329487
-2.10682,0.0848141,1.67435,1.91007,1.9891,0.0124488,1,-0.221231
